Station,Region,Lat_North,Long_East,Year,Month,Date,Humidity,Rainfall,Temperature
,,,,2017,January,1-Jan-2017,86.48,289.5,27.025
,,,,2017,February,1-Feb-2017,80,55,27.245
,,,,2017,March,1-Mar-2017,81.45,3,28.005
,,,,2017,April,1-Apr-2017,79,88.5,28.7
,,,,2017,May,1-May-2017,79,236,29.32
,,,,2017,June,1-Jun-2017,80,344.5,29.28
,,,,2017,July,1-Jul-2017,82,296,28.3
,,,,2017,August,1-Aug-2017,80,125.5,29.005
,,,,2017,September,1-Sep-2017,81,329,28.89
,,,,2017,October,1-Oct-2017,82,296.5,28.62
,,,,2017,November,1-Nov-2017,81,191.5,28.96
,,,,2017,December,1-Dec-2017,84,476.5,27.97
,,,,2018,January,1-Jan-2018,NA,209,27.5
,,,,2018,February,1-Feb-2018,82,153.5,27.6
,,,,2018,March,1-Mar-2018,80,54,28.4
,,,,2018,April,1-Apr-2018,78,91.5,29.4
,,,,2018,May,1-May-2018,77,205.5,29.8
,,,,2018,June,1-Jun-2018,80,279.5,29
,,,,2018,July,1-Jul-2018,82,152,28.8
,,,,2018,August,1-Aug-2018,82,421.5,28.9
,,,,2018,September,1-Sep-2018,84,157,28.5
,,,,2018,October,1-Oct-2018,79,87,29.2
,,,,2018,November,1-Nov-2018,80,151,28.8
,,,,2018,December,1-Dec-2018,83,154.5,28
"SAN JOSE, OCCIDENTAL MINDORO",Region04B,12.36085278,121.36085278,2013,January,1-Jan-2013,78,15.4,27.5
,,,,2013,February,1-Feb-2013,75,36.3,28.5
,,,,2013,March,1-Mar-2013,76,2.4,28.9
,,,,2013,April,1-Apr-2013,77,77,29.6
,,,,2013,May,1-May-2013,83,138.3,29.1
,,,,2013,June,1-Jun-2013,90,516,27.7
,,,,2013,July,1-Jul-2013,90,450.1,27.5
,,,,2013,August,1-Aug-2013,91,471.9,27.1
,,,,2013,September,1-Sep-2013,93,509.8,27
,,,,2013,October,1-Oct-2013,89,223.5,27
,,,,2013,November,1-Nov-2013,85,118.3,28.3
,,,,2013,December,1-Dec-2013,83,8.2,28.6
,,,,2014,January,1-Jan-2014,79,10.3,26.9
,,,,2014,February,1-Feb-2014,83,3.1,27.1
,,,,2014,March,1-Mar-2014,78,2.4,28.7
,,,,2014,April,1-Apr-2014,82,98.4,28.6
,,,,2014,May,1-May-2014,79,41.7,29.7
,,,,2014,June,1-Jun-2014,89,568.6,27.9
,,,,2014,July,1-Jul-2014,93,823,27.1
,,,,2014,August,1-Aug-2014,90,114,27.5
,,,,2014,September,1-Sep-2014,NA,NA,NA
,,,,2014,October,1-Oct-2014,89,268,27.6
,,,,2014,November,1-Nov-2014,81,16.6,28.4
,,,,2014,December,1-Dec-2014,88,54,27.7
,,,,2015,January,1-Jan-2015,84,4,26.3
,,,,2015,February,1-Feb-2015,71,0.5,27.4
,,,,2015,March,1-Mar-2015,68,18.6,28.3
,,,,2015,April,1-Apr-2015,70,0.7,29.5
,,,,2015,May,1-May-2015,77,25.7,29.5
,,,,2015,June,1-Jun-2015,81,131.5,29
,,,,2015,July,1-Jul-2015,85,371,27.9
,,,,2015,August,1-Aug-2015,89,568.2,27.6
,,,,2015,September,1-Sep-2015,89,350.6,27.6
,,,,2015,October,1-Oct-2015,84,184.8,27.8
,,,,2015,November,1-Nov-2015,69,3.7,29.7
,,,,2015,December,1-Dec-2015,76,66.8,28.2
,,,,2016,January,1-Jan-2016,72,6,28.1
,,,,2016,February,1-Feb-2016,69,0.8,28.4
,,,,2016,March,1-Mar-2016,71,0.4,28.6
,,,,2016,April,1-Apr-2016,66,22.7,30.3
,,,,2016,May,1-May-2016,73,137.8,30.2
,,,,2016,June,1-Jun-2016,82,136.8,28.3
,,,,2016,July,1-Jul-2016,86,339.4,27.6
,,,,2016,August,1-Aug-2016,87,409.5,27.6
,,,,2016,September,1-Sep-2016,89,574.3,27.1
,,,,2016,October,1-Oct-2016,87,456,27.2
,,,,2016,November,1-Nov-2016,80,210.9,27.4
,,,,2016,December,1-Dec-2016,78,41.2,28.1
,,,,2017,January,1-Jan-2017,75,21.9,27.83
,,,,2017,February,1-Feb-2017,72,1.5,28.03
,,,,2017,March,1-Mar-2017,74,39.6,28.435
,,,,2017,April,1-Apr-2017,76,59.9,28.565
,,,,2017,May,1-May-2017,78,70.9,29.39
,,,,2017,June,1-Jun-2017,87,268.6,27.635
,,,,2017,July,1-Jul-2017,88.59,453.6,27.3
,,,,2017,August,1-Aug-2017,89.21,309.5,27.165
,,,,2017,September,1-Sep-2017,90,287.8,27.105
,,,,2017,October,1-Oct-2017,87,353.8,26.9
,,,,2017,November,1-Nov-2017,81,93.8,27.74
,,,,2017,December,1-Dec-2017,78,88.7,27.3
,,,,2018,January,1-Jan-2018,75,5,26.8
,,,,2018,February,1-Feb-2018,75,6.9,27.1
,,,,2018,March,1-Mar-2018,72,8.8,27.6
,,,,2018,April,1-Apr-2018,72,0.2,29
,,,,2018,May,1-May-2018,75,54.2,29
,,,,2018,June,1-Jun-2018,84,432.1,27
,,,,2018,July,1-Jul-2018,91,979.5,25.5
,,,,2018,August,1-Aug-2018,87,472.3,26.6
,,,,2018,September,1-Sep-2018,89,516.9,26.1
,,,,2018,October,1-Oct-2018,83,124.6,27
,,,,2018,November,1-Nov-2018,72,10.3,28.3
,,,,2018,December,1-Dec-2018,71,51.5,28.1
"SANGLEY POINT, CAVITE",Region04A,14.49164722,120.89858333,2013,January,1-Jan-2013,77,37.6,27.1
,,,,2013,February,1-Feb-2013,75,110,28.5
,,,,2013,March,1-Mar-2013,73,58.4,29.5
,,,,2013,April,1-Apr-2013,70,1.4,31.5
,,,,2013,May,1-May-2013,75,47.4,31.5
,,,,2013,June,1-Jun-2013,79,290.9,30.5
,,,,2013,July,1-Jul-2013,81,533,29.3
,,,,2013,August,1-Aug-2013,85,1339.5,28.2
,,,,2013,September,1-Sep-2013,87,977.2,27.9
,,,,2013,October,1-Oct-2013,81,246.3,28.4
,,,,2013,November,1-Nov-2013,80,130.2,28.6
,,,,2013,December,1-Dec-2013,79,28.8,28.3
,,,,2014,January,1-Jan-2014,72,0.4,26.4
,,,,2014,February,1-Feb-2014,73,3.3,27.7
,,,,2014,March,1-Mar-2014,73,7.2,28.9
,,,,2014,April,1-Apr-2014,72,1.2,30.8
,,,,2014,May,1-May-2014,72,84.5,32.3
,,,,2014,June,1-Jun-2014,80,320.8,30
,,,,2014,July,1-Jul-2014,85,519.4,28.7
,,,,2014,August,1-Aug-2014,83,296.8,29.2
,,,,2014,September,1-Sep-2014,84,459.7,29
,,,,2014,October,1-Oct-2014,82,214.9,29.1
,,,,2014,November,1-Nov-2014,78,27.8,28.9
,,,,2014,December,1-Dec-2014,81,163.2,27.6
,,,,2015,January,1-Jan-2015,85,31.8,26.6
,,,,2015,February,1-Feb-2015,81,1,27.4
,,,,2015,March,1-Mar-2015,75,7.8,28.6
,,,,2015,April,1-Apr-2015,73,0,30.6
,,,,2015,May,1-May-2015,74,10.2,31.6
,,,,2015,June,1-Jun-2015,77,166.8,31.1
,,,,2015,July,1-Jul-2015,82,352.8,29.5
,,,,2015,August,1-Aug-2015,82,312.6,29.7
,,,,2015,September,1-Sep-2015,82,359.2,29.7
,,,,2015,October,1-Oct-2015,81,188,29.4
,,,,2015,November,1-Nov-2015,76,9.4,29.6
,,,,2015,December,1-Dec-2015,80,294.7,28.2
,,,,2016,January,1-Jan-2016,78,1.4,28.3
,,,,2016,February,1-Feb-2016,77,80.6,27.9
,,,,2016,March,1-Mar-2016,74,0.2,29.6
,,,,2016,April,1-Apr-2016,70,20.2,31.4
,,,,2016,May,1-May-2016,73,93.4,31.6
,,,,2016,June,1-Jun-2016,78,182.2,30.4
,,,,2016,July,1-Jul-2016,80,303,30
,,,,2016,August,1-Aug-2016,86,775.4,27.4
,,,,2016,September,1-Sep-2016,83,145.3,29.5
,,,,2016,October,1-Oct-2016,82,208.8,29.4
,,,,2016,November,1-Nov-2016,80,88.9,28.6
,,,,2016,December,1-Dec-2016,78,89.8,28.4
,,,,2017,January,1-Jan-2017,77,52.5,27.41
,,,,2017,February,1-Feb-2017,74,5.4,27.27
,,,,2017,March,1-Mar-2017,73,6.4,28.98
,,,,2017,April,1-Apr-2017,73,39.3,30.515
,,,,2017,May,1-May-2017,76.38,186.4,31.36
,,,,2017,June,1-Jun-2017,78,105.1,30.705
,,,,2017,July,1-Jul-2017,83,467.2,29.275
,,,,2017,August,1-Aug-2017,80,323,29.82
,,,,2017,September,1-Sep-2017,82,382.7,29.63
,,,,2017,October,1-Oct-2017,81,196.1,29.15
,,,,2017,November,1-Nov-2017,74,116.4,29.095
,,,,2017,December,1-Dec-2017,78,57.1,28.16
,,,,2018,January,1-Jan-2018,77,16.4,27.9
,,,,2018,February,1-Feb-2018,77,0.8,28.5
,,,,2018,March,1-Mar-2018,74,105.8,28.9
,,,,2018,April,1-Apr-2018,69,0.2,30.8
,,,,2018,May,1-May-2018,69,20,32
,,,,2018,June,1-Jun-2018,82,723,29.1
,,,,2018,July,1-Jul-2018,84,757.3,28.2
,,,,2018,August,1-Aug-2018,82,427.2,28.9
,,,,2018,September,1-Sep-2018,81,194.7,29.2
,,,,2018,October,1-Oct-2018,74,72.8,30.1
,,,,2018,November,1-Nov-2018,73,13.7,29.5
,,,,2018,December,1-Dec-2018,78,132.9,28.1
"SCIENCE GARDEN, QUEZON CITY",NCR,14.64481944,121.04456944,2013,January,1-Jan-2013,76,47,25.9
,,,,2013,February,1-Feb-2013,72,89,27.1
,,,,2013,March,1-Mar-2013,75,132.1,27.7
,,,,2013,April,1-Apr-2013,69,47.5,29.8
,,,,2013,May,1-May-2013,76,169.9,29.7
,,,,2013,June,1-Jun-2013,82,552.8,29.1
,,,,2013,July,1-Jul-2013,84,222,28.4
,,,,2013,August,1-Aug-2013,87,972.4,27.5
,,,,2013,September,1-Sep-2013,89,684.2,27.6
,,,,2013,October,1-Oct-2013,83,356.7,27.2
,,,,2013,November,1-Nov-2013,82,89.8,27.3
,,,,2013,December,1-Dec-2013,81,116.2,26.9
,,,,2014,January,1-Jan-2014,74,T,24.6
,,,,2014,February,1-Feb-2014,74,0.8,25.7
,,,,2014,March,1-Mar-2014,70,21.6,27.3
,,,,2014,April,1-Apr-2014,69,22.6,29.1
,,,,2014,May,1-May-2014,70,107.2,30.2
,,,,2014,June,1-Jun-2014,81,242.9,29.3
,,,,2014,July,1-Jul-2014,86,478,28
,,,,2014,August,1-Aug-2014,85,412.1,27.7
,,,,2014,September,1-Sep-2014,85,727.2,27.8
,,,,2014,October,1-Oct-2014,84,404,27.7
,,,,2014,November,1-Nov-2014,80,94.6,27.4
,,,,2014,December,1-Dec-2014,82,150.5,26.5
,,,,2015,January,1-Jan-2015,71,29,23.7
,,,,2015,February,1-Feb-2015,70,2.7,25.6
,,,,2015,March,1-Mar-2015,63,6.6,27.2
,,,,2015,April,1-Apr-2015,62,64.8,29.4
,,,,2015,May,1-May-2015,65,74.6,29.8
,,,,2015,June,1-Jun-2015,72,329.5,29.7
,,,,2015,July,1-Jul-2015,77,628.6,28.1
,,,,2015,August,1-Aug-2015,80,459.3,28.5
,,,,2015,September,1-Sep-2015,80,471.9,28.6
,,,,2015,October,1-Oct-2015,77,223.6,28.2
,,,,2015,November,1-Nov-2015,70,16.2,28.4
,,,,2015,December,1-Dec-2015,75,295.8,27
,,,,2016,January,1-Jan-2016,70,4.4,27.2
,,,,2016,February,1-Feb-2016,68,8.3,26.8
,,,,2016,March,1-Mar-2016,64,2.8,28.5
,,,,2016,April,1-Apr-2016,59,43.4,30.3
,,,,2016,May,1-May-2016,66,180.2,30.5
,,,,2016,June,1-Jun-2016,76,175.1,29.6
,,,,2016,July,1-Jul-2016,79,296.1,28.8
,,,,2016,August,1-Aug-2016,83,780.2,28.3
,,,,2016,September,1-Sep-2016,80,495.3,28.5
,,,,2016,October,1-Oct-2016,78,306,28.4
,,,,2016,November,1-Nov-2016,76,100.1,27.8
,,,,2016,December,1-Dec-2016,75,126.3,27.6
,,,,2017,January,1-Jan-2017,73,43.9,26.295
,,,,2017,February,1-Feb-2017,71,74,26.155
,,,,2017,March,1-Mar-2017,64,7,27.605
,,,,2017,April,1-Apr-2017,65.6,128.2,29.37
,,,,2017,May,1-May-2017,69.6,297.5,30.075
,,,,2017,June,1-Jun-2017,75,343.4,29.65
,,,,2017,July,1-Jul-2017,80,560.4,28.635
,,,,2017,August,1-Aug-2017,80,450.4,28.81
,,,,2017,September,1-Sep-2017,79,409.6,28.8
,,,,2017,October,1-Oct-2017,79.86,283,28
,,,,2017,November,1-Nov-2017,79,157.5,28
,,,,2017,December,1-Dec-2017,77.3,97.3,26.89
,,,,2018,January,1-Jan-2018,75,85.4,26.7
,,,,2018,February,1-Feb-2018,68,2,27.2
,,,,2018,March,1-Mar-2018,65,19.7,27.7
,,,,2018,April,1-Apr-2018,64,114.8,28.9
,,,,2018,May,1-May-2018,67,87,29.9
,,,,2018,June,1-Jun-2018,79,786.8,28.2
,,,,2018,July,1-Jul-2018,83,768.4,27.7
,,,,2018,August,1-Aug-2018,80,718.9,27.9
,,,,2018,September,1-Sep-2018,79,634.3,28.1
,,,,2018,October,1-Oct-2018,73,181.5,28.3
,,,,2018,November,1-Nov-2018,69,6.5,28
,,,,2018,December,1-Dec-2018,77,166.1,26.9
"SINAIT, ILOCOS SUR",Region01,17.88979167,120.45976944,2013,January,1-Jan-2013,77,7.7,25.5
,,,,2013,February,1-Feb-2013,78,0,26.7
,,,,2013,March,1-Mar-2013,76,0.3,27.6
,,,,2013,April,1-Apr-2013,74,36,28.6
,,,,2013,May,1-May-2013,77,115.3,28.8
,,,,2013,June,1-Jun-2013,79,285.1,28.7
,,,,2013,July,1-Jul-2013,83,259.6,27.9
,,,,2013,August,1-Aug-2013,85,1137.8,27
,,,,2013,September,1-Sep-2013,84,411.7,27.4
,,,,2013,October,1-Oct-2013,79,124.7,26.6
,,,,2013,November,1-Nov-2013,79,31.7,26.9
,,,,2013,December,1-Dec-2013,80,51.6,25.8
,,,,2014,January,1-Jan-2014,69,0,23.4
,,,,2014,February,1-Feb-2014,77,1.7,24.6
,,,,2014,March,1-Mar-2014,75,T,26.5
,,,,2014,April,1-Apr-2014,76,0,28
,,,,2014,May,1-May-2014,74,23,29.4
,,,,2014,June,1-Jun-2014,83,563.6,28.5
,,,,2014,July,1-Jul-2014,86,NA,27.9
,,,,2014,August,1-Aug-2014,88,520.6,27.3
,,,,2014,September,1-Sep-2014,85,661.6,27.4
,,,,2014,October,1-Oct-2014,79,29,27.3
,,,,2014,November,1-Nov-2014,76,0,27.2
,,,,2014,December,1-Dec-2014,72,1.9,26.7
,,,,2015,January,1-Jan-2015,71,0.3,24.8
,,,,2015,February,1-Feb-2015,74,0.3,25.2
,,,,2015,March,1-Mar-2015,77,0.2,26.7
,,,,2015,April,1-Apr-2015,74,3.5,28.2
,,,,2015,May,1-May-2015,75,17.4,29.2
,,,,2015,June,1-Jun-2015,74,46.5,29.9
,,,,2015,July,1-Jul-2015,84,1009.1,27.2
,,,,2015,August,1-Aug-2015,84,587,28
,,,,2015,September,1-Sep-2015,82,98.8,28.1
,,,,2015,October,1-Oct-2015,83,248.2,27
,,,,2015,November,1-Nov-2015,78,0,27.4
,,,,2015,December,1-Dec-2015,80,20.6,26.4
,,,,2016,January,1-Jan-2016,79,4.2,25.7
,,,,2016,February,1-Feb-2016,75,12.2,25.4
,,,,2016,March,1-Mar-2016,76,0.2,26.8
,,,,2016,April,1-Apr-2016,76,0,28.4
,,,,2016,May,1-May-2016,76,152.3,28.8
,,,,2016,June,1-Jun-2016,83,192.2,28.8
,,,,2016,July,1-Jul-2016,82,443.4,28
,,,,2016,August,1-Aug-2016,89,960.5,27.2
,,,,2016,September,1-Sep-2016,87,305.7,27
,,,,2016,October,1-Oct-2016,76,254.5,27.8
,,,,2016,November,1-Nov-2016,79,85.3,27.4
,,,,2016,December,1-Dec-2016,77,18.8,26.8
,,,,2017,January,1-Jan-2017,76,1.5,26.1
,,,,2017,February,1-Feb-2017,73,0.5,26
,,,,2017,March,1-Mar-2017,70,0,26.65
,,,,2017,April,1-Apr-2017,78,30.8,27.85
,,,,2017,May,1-May-2017,82,270.8,28.55
,,,,2017,June,1-Jun-2017,81,99.6,28.85
,,,,2017,July,1-Jul-2017,86,644.9,27.85
,,,,2017,August,1-Aug-2017,87,322.1,27.8
,,,,2017,September,1-Sep-2017,86,242.1,27.95
,,,,2017,October,1-Oct-2017,84,121.3,27.35
,,,,2017,November,1-Nov-2017,81,12.2,27.95
,,,,2017,December,1-Dec-2017,74,4.8,26.7
,,,,2018,January,1-Jan-2018,74,35.2,26.4
,,,,2018,February,1-Feb-2018,78,0.2,25.3
,,,,2018,March,1-Mar-2018,71,0,26.3
,,,,2018,April,1-Apr-2018,75,0.4,27.9
,,,,2018,May,1-May-2018,75,57.2,29.4
,,,,2018,June,1-Jun-2018,86,725.2,27.8
,,,,2018,July,1-Jul-2018,88,354,27.3
,,,,2018,August,1-Aug-2018,90,1173.3,26.7
,,,,2018,September,1-Sep-2018,85,225.3,27.2
,,,,2018,October,1-Oct-2018,79,7.8,27.1
,,,,2018,November,1-Nov-2018,73,0.3,27.3
,,,,2018,December,1-Dec-2018,73,5.2,27
"SURIGAO, SURIGAO DEL NORTE",CARAGA,9.78271667,125.48941667,2013,January,1-Jan-2013,89,800.8,26
,,,,2013,February,1-Feb-2013,86,436.8,27
,,,,2013,March,1-Mar-2013,82,239.1,27.5
,,,,2013,April,1-Apr-2013,82,112.1,28.3
,,,,2013,May,1-May-2013,79,83,29
,,,,2013,June,1-Jun-2013,84,271.5,27.9
,,,,2013,July,1-Jul-2013,83,126.7,27.6
,,,,2013,August,1-Aug-2013,83,501.6,27.5
,,,,2013,September,1-Sep-2013,80,75.9,28.5
,,,,2013,October,1-Oct-2013,82,201.7,27.6
,,,,2013,November,1-Nov-2013,87,728.7,27
,,,,2013,December,1-Dec-2013,87,400.8,27.1
,,,,2014,January,1-Jan-2014,91,1285.9,24.7
,,,,2014,February,1-Feb-2014,86,299.9,25.7
,,,,2014,March,1-Mar-2014,85,678,26.7
,,,,2014,April,1-Apr-2014,83,203.4,27.7
,,,,2014,May,1-May-2014,80,54.2,29
,,,,2014,June,1-Jun-2014,79,147,29.3
,,,,2014,July,1-Jul-2014,81,149.7,28.1
,,,,2014,August,1-Aug-2014,79,131.1,28.9
,,,,2014,September,1-Sep-2014,82,171.2,27.8
,,,,2014,October,1-Oct-2014,82,289.4,28
,,,,2014,November,1-Nov-2014,83,398.2,27.3
,,,,2014,December,1-Dec-2014,87,678.7,26.3
,,,,2015,January,1-Jan-2015,88,834.3,25.6
,,,,2015,February,1-Feb-2015,83,171.8,26
,,,,2015,March,1-Mar-2015,80,99.7,26.8
,,,,2015,April,1-Apr-2015,80,151.6,27.6
,,,,2015,May,1-May-2015,78,48.3,28.6
,,,,2015,June,1-Jun-2015,82,336.7,27.6
,,,,2015,July,1-Jul-2015,78,34.2,28.9
,,,,2015,August,1-Aug-2015,78,147,28.9
,,,,2015,September,1-Sep-2015,80,308.6,28.1
,,,,2015,October,1-Oct-2015,77,156.2,28.6
,,,,2015,November,1-Nov-2015,85,531.7,27.5
,,,,2015,December,1-Dec-2015,85,366.7,27.1
,,,,2016,January,1-Jan-2016,83,166.9,27.2
,,,,2016,February,1-Feb-2016,84,240.3,27
,,,,2016,March,1-Mar-2016,81,36.6,27.9
,,,,2016,April,1-Apr-2016,78,56.1,28.8
,,,,2016,May,1-May-2016,79,73.5,29
,,,,2016,June,1-Jun-2016,79,186.7,29.2
,,,,2016,July,1-Jul-2016,80,232.1,28.5
,,,,2016,August,1-Aug-2016,74,86.6,29.5
,,,,2016,September,1-Sep-2016,79,238.8,28.8
,,,,2016,October,1-Oct-2016,82,404.1,28.1
,,,,2016,November,1-Nov-2016,87,597.2,27.1
,,,,2016,December,1-Dec-2016,86,591.3,27.4
,,,,2017,January,1-Jan-2017,88,944.3,26.47
,,,,2017,February,1-Feb-2017,86,500,26.385
,,,,2017,March,1-Mar-2017,86,774.4,27.14
,,,,2017,April,1-Apr-2017,83,402.6,28.36
,,,,2017,May,1-May-2017,83,217.8,29.03
,,,,2017,June,1-Jun-2017,83,102.8,28.6
,,,,2017,July,1-Jul-2017,82,157,28.29
,,,,2017,August,1-Aug-2017,80,175.9,28.94
,,,,2017,September,1-Sep-2017,82,176.1,29.08
,,,,2017,October,1-Oct-2017,83,270.9,28.585
,,,,2017,November,1-Nov-2017,87.4,488.5,28.39
,,,,2017,December,1-Dec-2017,87,483,27.535
,,,,2018,January,1-Jan-2018,91,798,26.8
,,,,2018,February,1-Feb-2018,89,660.9,27.1
,,,,2018,March,1-Mar-2018,86,335.3,27.7
,,,,2018,April,1-Apr-2018,85,212.4,28.1
,,,,2018,May,1-May-2018,84,97.3,28.9
,,,,2018,June,1-Jun-2018,79,249.1,29.1
,,,,2018,July,1-Jul-2018,80,89.9,29.6
,,,,2018,August,1-Aug-2018,78,52.9,29.9
,,,,2018,September,1-Sep-2018,82,239.4,29.1
,,,,2018,October,1-Oct-2018,80,145.4,28.9
,,,,2018,November,1-Nov-2018,85,593,27.5
,,,,2018,December,1-Dec-2018,87,646.4,27.3
"TACLOBAN CITY, LEYTE",Region08,11.22561389,125.02497778,2013,January,1-Jan-2013,86,352.4,26.6
,,,,2013,February,1-Feb-2013,85,396.6,27.3
,,,,2013,March,1-Mar-2013,81,188.5,27.7
,,,,2013,April,1-Apr-2013,79,51.1,28.5
,,,,2013,May,1-May-2013,80,99.2,29.3
,,,,2013,June,1-Jun-2013,84,411.7,28.3
,,,,2013,July,1-Jul-2013,84,137.9,28.1
,,,,2013,August,1-Aug-2013,81,219,28.4
,,,,2013,September,1-Sep-2013,NA,NA,NA
,,,,2013,October,1-Oct-2013,NA,NA,NA
,,,,2013,November,1-Nov-2013,NA,NA,NA
,,,,2013,December,1-Dec-2013,NA,NA,NA
,,,,2014,January,1-Jan-2014,NA,NA,NA
,,,,2014,February,1-Feb-2014,NA,NA,NA
,,,,2014,March,1-Mar-2014,NA,NA,NA
,,,,2014,April,1-Apr-2014,NA,NA,NA
,,,,2014,May,1-May-2014,NA,NA,NA
,,,,2014,June,1-Jun-2014,NA,NA,NA
,,,,2014,July,1-Jul-2014,84,241.9,28.3
,,,,2014,August,1-Aug-2014,83,167.2,28.5
,,,,2014,September,1-Sep-2014,85,206.9,28.1
,,,,2014,October,1-Oct-2014,85,220,28.3
,,,,2014,November,1-Nov-2014,85,155.8,28
,,,,2014,December,1-Dec-2014,87,825.1,27.2
,,,,2015,January,1-Jan-2015,91,419.8,26.4
,,,,2015,February,1-Feb-2015,82,142.2,26.5
,,,,2015,March,1-Mar-2015,80,66.7,27.1
,,,,2015,April,1-Apr-2015,79,64.6,28.2
,,,,2015,May,1-May-2015,77,5,29.1
,,,,2015,June,1-Jun-2015,84,274.5,28.4
,,,,2015,July,1-Jul-2015,NA,NA,NA
,,,,2015,August,1-Aug-2015,75,143.4,28.8
,,,,2015,September,1-Sep-2015,82,254.4,28.6
,,,,2015,October,1-Oct-2015,80,86.4,28.7
,,,,2015,November,1-Nov-2015,85,304.6,27.9
,,,,2015,December,1-Dec-2015,88,468.7,24.9
,,,,2016,January,1-Jan-2016,85,248.6,27
,,,,2016,February,1-Feb-2016,85,252.8,26.8
,,,,2016,March,1-Mar-2016,80,44.4,27.9
,,,,2016,April,1-Apr-2016,79,40.4,28.8
,,,,2016,May,1-May-2016,81,281.2,29.1
,,,,2016,June,1-Jun-2016,84,213.7,28.7
,,,,2016,July,1-Jul-2016,84,239.1,28.4
,,,,2016,August,1-Aug-2016,77,67.9,29.5
,,,,2016,September,1-Sep-2016,83,232.2,28.6
,,,,2016,October,1-Oct-2016,85,209.3,28.3
,,,,2016,November,1-Nov-2016,87,348.6,27.1
,,,,2016,December,1-Dec-2016,88,188.8,27.6
,,,,2017,January,1-Jan-2017,88,582.2,26.7
,,,,2017,February,1-Feb-2017,86,159.8,26.3
,,,,2017,March,1-Mar-2017,87.4,417.6,26.935
,,,,2017,April,1-Apr-2017,86,390.2,27.75
,,,,2017,May,1-May-2017,86.79,149.2,28.6
,,,,2017,June,1-Jun-2017,84.85,237.3,28.53
,,,,2017,July,1-Jul-2017,86,340.3,27.805
,,,,2017,August,1-Aug-2017,76,97.9,28.405
,,,,2017,September,1-Sep-2017,88.24,374.7,28.155
,,,,2017,October,1-Oct-2017,87,192.4,28.03
,,,,2017,November,1-Nov-2017,92,126.6,28.08
,,,,2017,December,1-Dec-2017,84,804.6,27.28
,,,,2018,January,1-Jan-2018,91,836.3,26.6
,,,,2018,February,1-Feb-2018,88,703.9,26.8
,,,,2018,March,1-Mar-2018,85,201.2,27.5
,,,,2018,April,1-Apr-2018,86,230.1,28.1
,,,,2018,May,1-May-2018,89,216.4,28.4
,,,,2018,June,1-Jun-2018,83,223.3,28.6
,,,,2018,July,1-Jul-2018,84,267.2,28.6
,,,,2018,August,1-Aug-2018,79,65.4,29
,,,,2018,September,1-Sep-2018,81,82.5,28.8
,,,,2018,October,1-Oct-2018,84,76.5,28.5
,,,,2018,November,1-Nov-2018,88,362.1,27.4
,,,,2018,December,1-Dec-2018,88,610.4,27.2
"TAGBILARAN CITY, BOHOL",Region07,9.66717222,123.85609722,2013,January,1-Jan-2013,85,202.5,27.3
,,,,2013,February,1-Feb-2013,83,154.5,27.7
,,,,2013,March,1-Mar-2013,80,62.4,28.6
,,,,2013,April,1-Apr-2013,76,NA,29.5
,,,,2013,May,1-May-2013,80,63.4,28.9
,,,,2013,June,1-Jun-2013,83,98,28.3
,,,,2013,July,1-Jul-2013,86,299.4,27.7
,,,,2013,August,1-Aug-2013,85,236.8,27.5
,,,,2013,September,1-Sep-2013,82,104.4,28.3
,,,,2013,October,1-Oct-2013,82,81.8,28.1
,,,,2013,November,1-Nov-2013,85,319.3,27.4
,,,,2013,December,1-Dec-2013,86,67.8,27.5
,,,,2014,January,1-Jan-2014,84,289.9,25.8
,,,,2014,February,1-Feb-2014,84,57.8,25.9
,,,,2014,March,1-Mar-2014,83,163.6,26.8
,,,,2014,April,1-Apr-2014,83,27.6,27.8
,,,,2014,May,1-May-2014,80,9,29.1
,,,,2014,June,1-Jun-2014,81,79.8,28.9
,,,,2014,July,1-Jul-2014,84,129.4,28.3
,,,,2014,August,1-Aug-2014,84,107.8,28.2
,,,,2014,September,1-Sep-2014,87,107.6,27.8
,,,,2014,October,1-Oct-2014,87,162.3,28.2
,,,,2014,November,1-Nov-2014,87,255.9,28.1
,,,,2014,December,1-Dec-2014,89,362.2,27.4
,,,,2015,January,1-Jan-2015,89,121.1,26.3
,,,,2015,February,1-Feb-2015,85,18,25.6
,,,,2015,March,1-Mar-2015,80,8.2,26.6
,,,,2015,April,1-Apr-2015,80,21,27.9
,,,,2015,May,1-May-2015,80,6.4,29
,,,,2015,June,1-Jun-2015,85,117.1,28.5
,,,,2015,July,1-Jul-2015,84,111.2,28.2
,,,,2015,August,1-Aug-2015,84,72.4,27.9
,,,,2015,September,1-Sep-2015,84,282.6,28
,,,,2015,October,1-Oct-2015,86,131.2,27.9
,,,,2015,November,1-Nov-2015,86,91.9,27.8
,,,,2015,December,1-Dec-2015,85,152.5,27.5
,,,,2016,January,1-Jan-2016,83,48.7,26.9
,,,,2016,February,1-Feb-2016,83,45.3,27
,,,,2016,March,1-Mar-2016,77,0.2,27.6
,,,,2016,April,1-Apr-2016,73,9,28.9
,,,,2016,May,1-May-2016,76,136.6,29.5
,,,,2016,June,1-Jun-2016,85,140.2,28.6
,,,,2016,July,1-Jul-2016,83,145.4,30.2
,,,,2016,August,1-Aug-2016,79,28.2,28.9
